Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:People Occupant Count [](TimeStep),CORE_ZN:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_1:People Occupant Count [](TimeStep),PERIMETER_ZN_1:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_2:People Occupant Count [](TimeStep),PERIMETER_ZN_2:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_3:People Occupant Count [](TimeStep),PERIMETER_ZN_3:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_4:People Occupant Count [](TimeStep),PERIMETER_ZN_4:Zone People Occupant Count [](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),PSZ-AC:1 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Cooling Coil Total Cooling Energy [J](TimeStep),Averaged Building Temperature:PythonPlugin:OutputVariable [C](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:NaturalGas [J](TimeStep) 
 07/08  11:30:00,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000774965419,23.000001009722739,23.000015426920674,23.000000974871733,23.000001090656189,48.92348229232203,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1368223.2987615485,673130.6480600353,571732.1863422669,647158.5005369906,576604.1944974116,1368223.2987615485,1368223.2987615485,673130.6480600353,673130.6480600353,571732.1863422669,571732.1863422669,647158.5005369906,647158.5005369906,576604.1944974116,576604.1944974116,17.0,0.0,863757.1060494297,0.0 
 07/08  11:45:00,21.700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000816738866,23.000001076905798,23.000015567619966,23.000001034436836,23.00000117239959,49.17529353275871,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1375811.271303473,686935.444881421,564147.9274473329,658322.1690890094,583779.4481240389,1375811.271303473,1375811.271303473,686935.444881421,686935.444881421,564147.9274473329,564147.9274473329,658322.1690890094,658322.1690890094,583779.4481240389,583779.4481240389,19.0,0.0,869644.1024786037,0.0 
 07/08  12:00:00,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000816891519,23.000001079048287,23.000015472372579,23.00000103417087,23.00000118119449,49.334787324388127,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1381020.750365575,697612.52788095,555638.9794697011,666990.4523882908,589260.0592443763,1381020.750365575,1381020.750365575,697612.52788095,697612.52788095,555638.9794697011,555638.9794697011,666990.4523882908,666990.4523882908,589260.0592443763,589260.0592443763,19.0,0.0,873206.7737908666,0.0 
 07/08  12:15:00,21.450000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000814264565,23.000001068325468,23.000015317310287,23.00000102321206,23.0000011715654,49.41953511546041,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1381551.329724149,702403.3268356677,545877.0259064527,669800.035533878,591090.5032789104,1381551.329724149,1381551.329724149,702403.3268356677,702403.3268356677,545877.0259064527,545877.0259064527,669800.035533878,669800.035533878,591090.5032789104,591090.5032789104,19.0,0.0,871529.3411498622,0.0 
 07/08  12:30:00,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000811584518,23.00000105570321,23.000015215579368,23.000001010974008,23.000001157647284,49.440930334132129,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1380764.4152210728,705743.0330478379,536265.0251335995,671097.6347084205,591874.5618665809,1380764.4152210728,1380764.4152210728,705743.0330478379,705743.0330478379,536265.0251335995,536265.0251335995,671097.6347084205,671097.6347084205,591874.5618665809,591874.5618665809,19.0,0.0,868740.3962038423,0.0 
 07/08  12:45:00,21.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000080941483,23.000001043711444,23.00001510004216,23.00000099953932,23.000001143384453,49.37643901675135,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1378913.4348444099,708080.3929570369,527203.6099058772,671371.773778294,591899.3299328913,1378913.4348444099,1378913.4348444099,708080.3929570369,708080.3929570369,527203.6099058772,527203.6099058772,671371.773778294,671371.773778294,591899.3299328913,591899.3299328913,19.0,0.0,865255.8499670538,0.0 
 07/08  13:00:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000806366694,23.000001030980003,23.00001494774052,23.000000987468988,23.000001129495325,49.18809437380356,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1375752.7459382164,708930.0299144468,518530.59809514039,670182.3777427402,592842.3142586211,1375752.7459382164,1375752.7459382164,708930.0299144468,708930.0299144468,518530.59809514039,518530.59809514039,670182.3777427402,670182.3777427402,592842.3142586211,592842.3142586211,19.0,0.0,862412.3081627837,0.0 
 07/08  13:15:00,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000787178136,23.000001025778876,23.0000149577546,23.00000098314807,23.0000011473446,48.91462042864733,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1400614.4371073852,743088.4802830301,518829.6161139101,703522.539354621,650106.8352222843,1400614.4371073852,1400614.4371073852,743088.4802830301,743088.4802830301,518829.6161139101,518829.6161139101,703522.539354621,703522.539354621,650106.8352222843,650106.8352222843,19.0,0.0,896579.4895327276,0.0 
 07/08  13:30:00,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000049885976,23.00000067268718,23.000009947709946,23.000000640788426,23.000000800431616,48.661500182420649,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1424521.7395834397,776836.8583321009,519832.6598243726,735464.7708301363,717985.291003543,1424521.7395834397,1424521.7395834397,776836.8583321009,776836.8583321009,519832.6598243726,519832.6598243726,735464.7708301363,735464.7708301363,717985.291003543,717985.291003543,19.0,0.0,934041.611069365,0.0 
 07/08  13:45:00,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001959239584,23.00000344980108,23.00000773720216,23.000003126801724,23.00000861357485,48.22986995219668,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1448153.7458420008,808151.35088437,520008.48580553857,764911.19180379,792322.699690965,1448153.7458420008,1448153.7458420008,808151.35088437,808151.35088437,520008.48580553857,520008.48580553857,764911.19180379,764911.19180379,792322.699690965,792322.699690965,19.0,0.0,971747.5943541498,0.0 
 07/08  14:00:00,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000273892143,23.000004710549349,23.0000061860409,23.000004344275383,23.00001353697737,47.75204017305153,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1470724.2997753309,836341.4874341909,520412.0627282533,792662.7621274759,871490.6095463969,1470724.2997753309,1470724.2997753309,836341.4874341909,836341.4874341909,520412.0627282533,520412.0627282533,792662.7621274759,792662.7621274759,871490.6095463969,871490.6095463969,19.0,0.0,1009435.5943819004,0.0 
 07/08  14:15:00,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000002240974383,23.000004461389005,23.000008843713716,23.000004098673025,23.000017466684615,47.15477448393973,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1457454.5045631412,825780.8910322294,513433.7251018044,780680.8482724464,933456.753862152,1457454.5045631412,1457454.5045631412,825780.8910322294,825780.8910322294,513433.7251018044,513433.7251018044,780680.8482724464,780680.8482724464,933456.753862152,933456.753862152,19.0,0.0,1010105.6947048534,0.0 
 07/08  14:30:00,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0000026775675,23.00000499031931,23.000012611349758,23.0000046399868,23.000023706016145,46.631843868899199,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1443192.497371483,814922.5637352192,507211.91935790228,769639.3174331036,1000955.4232899335,1443192.497371483,1443192.497371483,814922.5637352192,814922.5637352192,507211.91935790228,507211.91935790228,769639.3174331036,769639.3174331036,1000955.4232899335,1000955.4232899335,19.0,0.0,1012008.0769810882,0.0 
 07/08  14:45:00,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000003299948454,23.00000560284296,23.00001689390175,23.000005292341436,23.000031245912326,46.207741187284188,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1428053.5543517182,801282.2761342945,499730.3396580018,756851.8900670918,1075415.22438477,1428053.5543517182,1428053.5543517182,801282.2761342945,801282.2761342945,499730.3396580018,499730.3396580018,756851.8900670918,756851.8900670918,1075415.22438477,1075415.22438477,19.0,0.0,1013867.3869326816,0.0 
 07/08  15:00:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000807850918,23.000001151023754,23.000014606886937,23.000001079651484,23.000003244032837,45.925311379475427,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1412322.8088986199,791686.0704727441,494887.0205319617,749701.7476232606,1158554.6239823795,1412322.8088986199,1412322.8088986199,791686.0704727441,791686.0704727441,494887.0205319617,494887.0205319617,749701.7476232606,749701.7476232606,1158554.6239823795,1158554.6239823795,19.0,0.0,1021495.5354958291,0.0 
 07/08  15:15:00,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000078601787,23.000001002661759,23.00001459742119,23.00000096227334,23.000001565070066,45.7323344161225,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1379583.210893012,757877.4215348257,483240.07094490397,714770.9494626222,1208712.407915865,1379583.210893012,1379583.210893012,757877.4215348257,757877.4215348257,483240.07094490397,483240.07094490397,714770.9494626222,714770.9494626222,1208712.407915865,1208712.407915865,19.0,0.0,1007643.4695508755,0.0 
 07/08  15:30:00,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000526343169,23.000000632095074,23.00000949109604,23.000000609059997,23.000000753148936,45.39426652985128,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1346050.475888669,723090.4021670062,471064.78084457109,679723.5985336185,1249571.5523796103,1346050.475888669,1346050.475888669,723090.4021670062,723090.4021670062,471064.78084457109,471064.78084457109,679723.5985336185,679723.5985336185,1249571.5523796103,1249571.5523796103,19.0,0.0,991236.2265444864,0.0 
 07/08  15:45:00,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000038720045,23.000000441247793,23.000006889091347,23.00000042632493,23.00000049949672,44.70903067337623,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1311557.6538907209,686526.3228828354,457838.40169967737,641882.266605411,1290710.428688349,1311557.6538907209,1311557.6538907209,686526.3228828354,686526.3228828354,457838.40169967737,457838.40169967737,641882.266605411,641882.266605411,1290710.428688349,1290710.428688349,19.0,0.0,973350.1034212553,0.0 
 07/08  16:00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000031058736,23.00000033782351,23.000005368085359,23.00000032659858,23.000425255941886,43.737532832195238,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1275050.4386992418,647068.5836597586,443407.80770416799,602061.2033309559,1327475.3065693384,1275050.4386992418,1275050.4386992418,647068.5836597586,647068.5836597586,443407.80770416799,443407.80770416799,602061.2033309559,602061.2033309559,1327475.3065693384,1327475.3065693384,19.0,0.0,952698.4900754483,0.0 
 07/08  16:15:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000255172428,23.000000271270197,23.00000432712473,23.000000262275955,23.000363450083126,42.43364725706817,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,1273344.822259813,627591.3318356676,423851.72606026896,583195.0872182401,1361174.0553184464,1273344.822259813,1273344.822259813,627591.3318356676,627591.3318356676,423851.72606026896,423851.72606026896,583195.0872182401,583195.0872182401,1361174.0553184464,1361174.0553184464,19.0,0.0,946524.1648897557,0.0 
 07/08  16:30:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000018850471,23.000000196084519,23.000003129451817,23.00000019152808,23.0002706486041,40.76943096753411,22.999999999999994,22.999999999999994,22.999999999999994,22.999999999999994,22.999999999999994,0.0,15.6,23.0,1269260.8277650853,606677.3304798709,403431.8423487926,573161.7705389678,1395682.5887263348,1269260.8277650853,1269260.8277650853,606677.3304798709,606677.3304798709,403431.8423487926,403431.8423487926,573161.7705389678,573161.7705389678,1395682.5887263348,1395682.5887263348,19.0,0.0,941407.1624313791,0.0 
 07/08  16:45:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000166159027,23.00000016850408,23.000002679141333,23.000000169442747,23.000235544534076,38.889023277683509,23.000000000000008,23.000000000000008,23.000000000000008,23.000000000000008,23.000000000000008,0.0,15.6,23.0,1262650.9389046673,582032.7349488274,382205.4115092831,574231.6104771738,1391944.062929408,1262650.9389046673,1262650.9389046673,582032.7349488274,582032.7349488274,382205.4115092831,382205.4115092831,574231.6104771738,574231.6104771738,1391944.062929408,1391944.062929408,19.0,0.0,929331.1929932651,0.0 
 07/08  17:00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000215356985,23.00000003347805,23.00000236655526,23.00000009126609,23.000229564694647,36.38522347324996,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1253845.3289453109,549379.2444520049,357651.5516035539,572074.8271649462,1367307.6489531338,1253845.3289453109,1253845.3289453109,549379.2444520049,549379.2444520049,357651.5516035539,357651.5516035539,572074.8271649462,572074.8271649462,1367307.6489531338,1367307.6489531338,19.0,0.0,909255.6562435203,0.0 
 07/08  17:15:00,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000173683778,22.99999998448024,23.00000234556977,23.000000084875194,23.000225569076247,34.12570519342552,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1226011.0322197555,520580.6570257218,345035.07266275418,576991.1942736437,1346897.507710965,1226011.0322197555,1226011.0322197555,520580.6570257218,520580.6570257218,345035.07266275418,345035.07266275418,576991.1942736437,576991.1942736437,1346897.507710965,1346897.507710965,19.0,0.0,891062.3921057324,0.0 
 07/08  17:30:00,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000080316693,22.99999997945675,23.000002402205085,23.00000012291087,23.000220752377417,32.000322534527359,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1197011.833188465,489775.3819233526,332234.47367129128,578756.5598521866,1315781.6532909033,1197011.833188465,1197011.833188465,489775.3819233526,489775.3819233526,332234.47367129128,332234.47367129128,578756.5598521866,578756.5598521866,1315781.6532909033,1315781.6532909033,19.0,0.0,869198.0832663729,0.0 
 07/08  17:45:00,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000019520211,23.00000016920565,23.000002635601786,23.00000019968474,23.000241758054626,30.385953394829106,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1166210.2177197748,449943.6319818119,315404.95756142339,559902.8121623175,1270310.8549789384,1166210.2177197748,1166210.2177197748,449943.6319818119,449943.6319818119,315404.95756142339,315404.95756142339,559902.8121623175,559902.8121623175,1270310.8549789384,1270310.8549789384,19.0,0.0,836479.8596455252,0.0 
 07/08  18:00:00,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99999993519052,22.99999998245829,23.0000029028938,23.000000176198776,23.0002368032096,28.197581818195798,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1133634.9890637457,407282.1142329284,297273.8543585167,539726.1043438109,1215428.0597476979,1133634.9890637457,1133634.9890637457,407282.1142329284,407282.1142329284,297273.8543585167,297273.8543585167,539726.1043438109,539726.1043438109,1215428.0597476979,1215428.0597476979,19.0,0.0,800118.5020433903,0.0 
 07/08  18:15:00,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99999986436554,22.9999999012648,23.000002776783754,23.00000011838937,23.0002270059216,26.328688320677498,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,1098263.2739377423,347024.01589163255,268769.3380576401,492577.76643119056,1132711.4260084073,1098263.2739377423,1098263.2739377423,347024.01589163255,347024.01589163255,268769.3380576401,268769.3380576401,492577.76643119056,492577.76643119056,1132711.4260084073,1132711.4260084073,19.0,0.0,744969.6332261585,0.0 
 07/08  18:30:00,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999999907574435,22.999999897245997,23.000002501285814,23.00000005611509,23.000215675228377,24.455604743819529,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,1060582.7361325545,284301.3236459363,239507.54064650808,440969.26275674128,1039782.045726897,1060582.7361325545,1060582.7361325545,284301.3236459363,284301.3236459363,239507.54064650808,239507.54064650808,440969.26275674128,440969.26275674128,1039782.045726897,1039782.045726897,19.0,0.0,685188.8723685449,0.0 
 07/08  18:45:00,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999999944205898,22.999999887578157,23.00000223412422,22.999999984013184,23.000203756940807,22.512919916414057,23.00000000000003,23.00000000000003,23.00000000000003,23.00000000000003,23.00000000000003,0.0,15.6,23.0,1020685.0585653076,230584.75223724938,214823.13544183714,380851.7674464444,941553.3745721027,1020685.0585653076,1020685.0585653076,230584.75223724938,230584.75223724938,214823.13544183714,214823.13544183714,380851.7674464444,380851.7674464444,941553.3745721027,941553.3745721027,19.0,0.0,624666.216023312,0.0 
 07/08  19:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999999962706285,22.999999890074503,23.000001962081293,22.99999988745271,23.000001630099694,20.621974837599269,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,977442.1739150956,171719.4799494701,187519.6719208042,255171.68897731577,785763.8072031995,977442.1739150956,977442.1739150956,171719.4799494701,171719.4799494701,187519.6719208042,187519.6719208042,255171.68897731577,255171.68897731577,785763.8072031995,785763.8072031995,19.0,0.0,534155.8639904414,0.0 
 07/08  19:15:00,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000229282937,23.000000063826556,23.00000172626492,23.000000097525804,23.000000212941424,19.305373141107606,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,931438.3403956823,108852.93412705332,157120.71075467708,175796.87479221414,691660.5077279746,931438.3403956823,931438.3403956823,108852.93412705332,108852.93412705332,157120.71075467708,157120.71075467708,175796.87479221414,175796.87479221414,691660.5077279746,691660.5077279746,19.0,0.0,464580.79043478067,0.0 
 07/08  19:30:00,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999999848990023,23.00001515104543,23.000001393131439,22.999999738206517,22.999998427964788,17.385252358029633,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,885752.4827064492,47466.070800159076,127278.79719226909,107522.18359228644,612020.0129540784,885752.4827064492,885752.4827064492,47466.070800159076,47466.070800159076,127278.79719226909,127278.79719226909,107522.18359228644,107522.18359228644,612020.0129540784,612020.0129540784,19.0,0.0,400839.84331726646,0.0 
 07/08  19:45:00,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999999664552747,22.99229162085187,23.000001081913838,23.000012424735187,22.999998034755416,15.96078955327655,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,841659.1995628659,0.0,98464.73486343441,39414.05362737276,536058.2331394863,841659.1995628659,841659.1995628659,0.0,0.0,98464.73486343441,98464.73486343441,39414.05362737276,39414.05362737276,536058.2331394863,536058.2331394863,19.0,0.0,341415.6291646954,0.0 
 07/08  20:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000314414938,22.95208410674748,23.000001205699634,22.98292699997546,23.00000017382267,15.25543943965935,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,799027.8481302693,0.0,70981.87385140591,0.0,462570.23591412979,799027.8481302693,799027.8481302693,0.0,0.0,70981.87385140591,70981.87385140591,0.0,0.0,462570.23591412979,462570.23591412979,19.0,0.0,300493.0950602987,0.0 
 07/08  20:15:00,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000411661188,22.907696771661919,23.000001223436013,22.94622482483163,23.000000286087894,14.504753948042918,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,758663.5812303547,0.0,55312.92214954044,0.0,403633.31283450769,758663.5812303547,758663.5812303547,0.0,0.0,55312.92214954044,55312.92214954044,0.0,0.0,403633.31283450769,403633.31283450769,19.0,0.0,274967.6230661747,0.0 
 07/08  20:30:00,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99999798546162,22.82952190979524,23.00000073121858,22.87829373147361,22.999995265218048,13.498426366550694,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,720444.5457322128,0.0,42103.644779847775,0.0,350022.9418772337,720444.5457322128,720444.5457322128,0.0,0.0,42103.644779847775,42103.644779847775,0.0,0.0,350022.9418772337,350022.9418772337,19.0,0.0,251571.9586937297,0.0 
 07/08  20:45:00,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999997099063596,22.758083624556499,23.00000047850267,22.80875725758281,22.99999467909879,12.91765137604253,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,683725.5472443159,0.0,31290.757406689532,0.0,300835.24281540737,683725.5472443159,683725.5472443159,0.0,0.0,31290.757406689532,31290.757406689532,0.0,0.0,300835.24281540737,300835.24281540737,19.0,0.0,229969.7866394129,0.0 
 07/08  21:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000334800924,22.720385342386409,23.000000577128028,22.768344463052097,22.999999708072897,12.649222241139079,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,647468.6595837495,0.0,17942.534687275016,0.0,254884.7114655803,647468.6595837495,647468.6595837495,0.0,0.0,17942.534687275016,17942.534687275016,0.0,0.0,254884.7114655803,254884.7114655803,19.0,0.0,208546.3394748518,0.0 
 07/08  21:15:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9999959031627,22.65018800124235,23.001697215274438,22.696240280038994,22.999994707888456,12.0514279522531,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,632958.2451890963,0.0,5090.677316219623,0.0,222433.481202455,632958.2451890963,632958.2451890963,0.0,0.0,5090.677316219623,5090.677316219623,0.0,0.0,222433.481202455,222433.481202455,19.0,0.0,195032.06248749718,0.0 
 07/08  21:30:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.999993459757446,22.603725401111519,22.986951468643235,22.648581021712773,22.999993193214274,11.703870752577679,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,619991.7076515391,0.0,0.0,0.0,193598.3361340937,619991.7076515391,619991.7076515391,0.0,0.0,0.0,0.0,0.0,0.0,193598.3361340937,193598.3361340937,19.0,0.0,184447.11886696163,0.0 
 07/08  21:45:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000588574598,22.568205166699526,22.96018666975315,22.611880701406489,22.999999778112163,11.46277707653521,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,607947.4478715381,0.0,0.0,0.0,167836.7746034402,607947.4478715381,607947.4478715381,0.0,0.0,0.0,0.0,0.0,0.0,167836.7746034402,167836.7746034402,19.0,0.0,175923.61882254986,0.0 
 07/08  22:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000088244396,22.536363796064607,22.926681857372434,22.58049073193186,23.00000022061419,11.268940519445043,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,596841.2908688961,0.0,0.0,0.0,144983.4033625532,596841.2908688961,596841.2908688961,0.0,0.0,0.0,0.0,0.0,0.0,144983.4033625532,144983.4033625532,19.0,0.0,168256.53520838184,0.0 
 07/08  22:15:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000945498387,22.510746953212555,22.90021841864577,22.554792532400417,23.000000332741985,11.103257579171315,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,586995.8393386577,0.0,0.0,0.0,131944.72232608818,586995.8393386577,586995.8393386577,0.0,0.0,0.0,0.0,0.0,0.0,131944.72232608818,131944.72232608818,19.0,0.0,163098.41235028787,0.0 
 07/08  22:30:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000969351956,22.490569460032537,22.882705456734475,22.533442098829135,23.0000003587969,10.938784098527063,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,578322.5537919272,0.0,0.0,0.0,121702.72710275713,578322.5537919272,578322.5537919272,0.0,0.0,0.0,0.0,0.0,0.0,121702.72710275713,121702.72710275713,19.0,0.0,158834.76193134266,0.0 
